ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
M90,Sandbox synthetic suffix experiments; no challenge-scale frozen validation,Externally centered adjoint-span short-suffix micro-cubature,"Use an independent 1,024-row pilot for absolute center, protected Kerdock only for centered shape, and a fresh 2,048–4,096-row cloud with selected covariance/skew transported through 4–8 suffix layers",Externally centered adjoint-span micro-cubature for sparse anchors or selected layer-31 coordinates,"Proposed h24/depth8/2,048-row and h28/depth4/4,096-row configurations. Synthetic shrinkage was encouraging, but no real-network ratio exists; real M83 tolerance is far stricter than the toy tolerance, and toy adjoint source localization was unfavorable for short suffixes.","One bounded experiment remains defensible, but first measure real target-map rank/source attribution. Do not promote synthetic center tolerance.",Independent Short-Suffix Micro-Cubature report; sparse-adjoint toy diagnostics,Open / bounded experiment,Synthetic sandbox only,Moment/cumulant closure
M91,Sandbox screen N=8 with target-free low-dimensional analytic features; exact protected holdout not used,Targeted low-dimensional center predictor,Predict a few downstream-sensitive layer-31 mean-defect coefficients or correction scale using invariant summaries and small models,"Best reported raw ratio 0.9681 candidate/base, 5/8 wins, worst 1.036; CI included no gain. Optimistic adjusted ratio 0.9747 before full wall-time accounting. It failed the branch's own continuation gates.","Close this tested small-feature predictor, but do not close a future model trained on a stronger independent analytic anchor and a real width-256 corpus.","Targeted predictor/auditor report, 2026-07-29",Closed tested form,Small sandbox screen N=8,Learned weight-space models,Canonical consolidation 2026-07-29
M92,"Sandbox widths 32/64 with up to 1,024 training networks, 128 calibration/validation groups, Sobol reference labels, and rotation augmentation; no decisive width-256 labeled-corpus run",Expanded permutation-equivariant weight-to-layer-31 modeling,"Bidirectional forward/suffix encoder, nonlinear basis probes, complete Kerdock basis tokens, and weight-aware phase augmentation to predict layer-31 defect followed by final replay",Expanded permutation-equivariant weight-to-layer31 correction study,"Width-32/64 forward, bidirectional, basis-probe, and phase-augmented models remained near neutral. Best phase-augmented weight encoder gain 1.01142 [0.98266,1.03259], worst candidate/base 6.12; replay alone needs 1.03125 gain to break even. Three incomplete zero-target rows were repaired before comparison.","Narrowed, not universally closed. One bounded width-256 edge-state DWS experiment on grouped phase augmentations and a downstream-weighted low-dimensional target is the only justified continuation.",EQUIVARIANT_WEIGHT_MODEL_RESEARCH_20260729.md,Paused / bounded local test,Large reduced-width synthetic corpora,Learned white-box models
A37,Cross-report audit of split manifests and experiment IDs,Network split contamination and evidence governance,"Track all network IDs, distinguish development/validation/protected holdout, normalize ratio conventions, and prevent reused sets from supporting fresh claims",Global IDs 0–199 are considered exposed after overlapping learned-anchor and M85 use; 160–167 and 168–175 were explicitly reused. Several attractive gains reversed on genuinely fresh networks. Protected 64-network sets remain unopened in some recent sandbox branches.,"Adopt mandatory split registry, environment field, sample scale, confidence, and reopen criteria for every ledger row. No closure from a small synthetic screen alone.","Agent 7 research audit, 2026-07-29",Leading / active,Governance / cross-experiment audit,Implementation / compute,Canonical consolidation 2026-07-29
M93,Local archive full-width N=15; deployable-shaped closure test,Factorized-K3 hybrid closure screen,Compare upstream K3 closure to selected factorized hybrid in submission-readiness test15,"Upstream final MSE 9.03065e-5; hybrid 6.08095e-5; 1.4851x gain, 10/15 wins, worst gain 0.72765. Absolute error remains hundreds of times above Kerdock.","Record as a surrogate/feature-source result only, not a challenge estimator.",submission_readiness/test15.json; arc_code_deep_audit_20260729.md,Scientific / recorded,"Local code archive, full-width N=15",Moment/cumulant closure,Reconciliation audit 2026-07-29
M94,16 full-width networks; oracle state/anchor,Oracle-state rank-4 c21 control,Cross-fit rank-4 connected-cubic pointwise controls with oracle late state/anchors,"Candidate/base 0.5993, 16/16 wins, worst 0.9835. Sample-direction variant with oracle anchor reached 0.5832.",Strong evidence that the features/regression can cancel Kerdock error when legally anchored. The unavailable absolute anchor remains the blocker.,arc_code_deep_audit_20260729.md and connected-cubic result JSONs,Oracle mechanism / leading,"Local full-width N=16, oracle inputs",Moment/cumulant closure,Reconciliation audit 2026-07-29
M95,Local implementation on frozen 160–167 block; exact factorized-anchor target,Adjoint K3 checkpoint handoff,Reproduce factorized K3 contractions via checkpoint rank-q handoff and exact adjoint,"Layer24 q32: relative error 0.02310 vs factorized, cosine 0.999984, ~10.16B analytic and ~10.34B measured proxy; error vs oracle 0.311. Layer24 q64: 0.00117 error at 13.34B.",Backward contraction implementation is substantially solved. Factorized closure-to-oracle gap remains large.,adjoint_k3_full_holdout8.json; arc_code_deep_audit_20260729.md,Implementation validated / active,Local full-width frozen block; no final-control holdout,Moment/cumulant closure,Reconciliation audit 2026-07-29
M96,Local code-archive source-model tests; limited/frozen blocks,Adjoint source-closure falsification,"Test Born/Gaussian local sources, checkpoint sample-only insertion, and factorized-anchor deltas",Born/Gaussian sources remain ~18% from factorized and ~38% from oracle. Sample-only checkpoint layer20/24 variants had candidate/base about 1.71/1.69 with severe tails. Direct factorized insertion was catastrophic; a 10% delta was approximately neutral.,"Close tested source closures. Future work must generate independently centered, target-contracted sources rather than insert same-cloud/checkpoint state wholesale.",arc_code_deep_audit_20260729.md and archive result JSONs,Closed tested source models,Local archive / small frozen blocks,Moment/cumulant closure,Reconciliation audit 2026-07-29
ARCI-4,8-network cross-fitted oracle screen,Sparse layer-31 coordinate oracle grid,Apply exact corrections to top target-aware layer-31 coordinates,Gains: K=4 1.2991x; K=8 1.5612x; K=12 1.7844x; K=16 2.0597x; K=32 2.9565x. K=12 captures 55.23% and K=32 81.39% of full oracle benefit.,Retain as strong sparsity mechanism. Coordinate support is easier than signed amplitude.,ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Oracle mechanism / leading,"Sandbox full-width N=8, target-aware",Control variates,Reconciliation audit 2026-07-29
ARCI-5,8 screen + frozen 24 validation,Conditional-region integration and residual CV,Integrate 0–8 selected late gates and use as direct correction or control variate,"Direct screen gain 0.8967, 0/8 wins. Residual CV screen 1.0174 but frozen validation 0.9889 gain (candidate/base 1.0112), 8/24 wins, worst 1.195; correction correlation approximately zero.","Close tested gate/orthant construction. It approximates activation distributions, not signed complete-Kerdock phase.",ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Closed tested form,Sandbox full-width N=8/24,Control variates,Reconciliation audit 2026-07-29
ARCI-6,64 training + 18 development + 24 high-precision validation,Basis/Walsh phase learning,Predict layer-31 signed defect from 129 basis means and Walsh coefficients,An apparent 1.0410x point estimate did not persist. Across 96 models the best validation-optimistic gain was 1.00056; raw-Walsh Ridge 0.99941.,Close tested basis-label phase-learning family; earlier signal was small-sample instability.,ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Closed tested form,"Sandbox synthetic corpus, frozen N=24 validation",Learned white-box models,Reconciliation audit 2026-07-29
ARCI-7,8 screen + 24 validation,Invariant phase contractions,"Test cubic/quintic/septic, output-weighted, cross-neuron, and PCA-skew phase statistics",All validation ratios approximately 1.000; best 1.00092 with worst candidate/base 1.0266.,Close tested symmetry-respecting phase-statistic family.,ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Closed tested form,Sandbox full-width N=24 validation,Control variates,Reconciliation audit 2026-07-29
ARCI-8,Frozen 8-to-24 pilot evaluation,Independent rotated companion pilots,"Estimate phase with 1,032, 2,064, or 8,256 extra points to layer31","1,032-point screen winner froze at 0.9296 gain with an 81.1% harmful tail. 2,064 reached 1.0394 raw but only ~0.9912 optimistic adjusted. 8,256 reached 1.0705 raw but cost multiplier 1.1211, score-negative.","Ordinary extra-point pilots are closed, but sign information becomes more stable with enough points. Reopen only through <1–2% incremental shared arithmetic.",ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Closed tested score path,Sandbox full-width frozen N=24,Control variates,Reconciliation audit 2026-07-29
ARCI-9,8 screen + frozen 24 validation,Internal Kerdock subdesign phase pilot,Use a fixed 516-row subset of the protected Kerdock cloud as a free disagreement signal,"Screen gain 1.0445 reversed to 0.9651 on validation, 7/24 wins.",Close same-cloud/internal-subdesign phase probes.,ARC_ACTIVATION_REGION_CONTINUATION_REPORT.md,Closed tested form,Sandbox full-width N=24 validation,Control variates,Reconciliation audit 2026-07-29
M97,"224 train, 32 calibration, 64 untouched validation; width32",Forward equivariant layer31 predictor,Predict layer31 defect and replay final layer with forward message-passing model,"Replay gain 1.00235 [0.99989,1.00493]; worst candidate/base 1.55.",No meaningful deployable signal; below replay break-even.,EQUIVARIANT_WEIGHT_MODEL_RESEARCH_20260729.md,Closed tested reduced-width form,Width32 synthetic,Learned white-box models,Reconciliation audit 2026-07-29
M98,"224 train, 32 calibration, 64 validation; width32",Bidirectional compact equivariant predictor,Add forward/backward states and basis-block encoding,"Replay gain 1.00287 [0.99048,1.00896]; worst candidate/base 9.85.",Close tested compact architecture due neutral mean and catastrophic tail.,EQUIVARIANT_WEIGHT_MODEL_RESEARCH_20260729.md,Closed tested reduced-width form,Width32 synthetic,Learned white-box models,Reconciliation audit 2026-07-29
